Rk,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
96,35,148,614,549,79,178,33,1,19,77,57,13,74,3,0,5,15,1,1,0.324,0.388,0.492,0.879,*5D
97,36,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
98,26,10,20,19,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0.053,0.053,0.053,0.105,*1
99,30,53,80,66,5,11,3,0,1,9,10,0,19,3,1,0,2,2,1,0.167,0.304,0.258,0.561,*H79/83
100,34,7,9,7,2,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0.286,0.444,0.286,0.73,/*H64D
101,29,10,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,/*H7D89
102,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
103,22,31,117,113,7,28,3,0,0,9,3,0,26,1,0,0,3,1,1,0.248,0.274,0.274,0.548,*2
104,25,21,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
105,21,52,213,189,34,55,12,1,5,18,21,0,31,2,1,0,2,7,3,0.291,0.368,0.444,0.812,*849/H
106,27,29,74,70,4,12,1,0,0,6,3,0,17,0,0,1,1,0,0,0.171,0.203,0.186,0.388,H6/54
107,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
108,26,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
109,27,154,648,593,82,171,27,3,19,72,31,5,96,13,6,5,3,28,10,0.288,0.335,0.44,0.775,987H
110,30,25,53,47,4,13,5,0,1,3,2,1,6,0,4,0,4,0,0,0.277,0.306,0.447,0.753,5/H64
111,30,146,444,393,51,102,18,6,5,38,41,1,77,3,6,1,4,16,5,0.26,0.333,0.374,0.707,87H/9
112,27,26,66,55,10,17,1,0,2,7,8,0,16,2,0,1,3,0,0,0.309,0.409,0.436,0.845,*3/HD79
113,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
114,36,47,139,133,15,37,6,0,1,14,4,1,32,0,1,1,1,1,1,0.278,0.297,0.346,0.643,6H4/35D79
115,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
116,29,27,79,75,6,14,2,0,2,7,2,1,19,0,0,2,0,3,0,0.187,0.203,0.293,0.496,*D/9H78
117,21,144,594,538,60,129,28,1,12,46,39,1,138,8,2,7,11,2,3,0.24,0.297,0.362,0.66,*65/H
118,26,10,20,19,1,2,0,0,0,1,0,0,7,0,1,0,0,0,0,0.105,0.105,0.105,0.211,*1
119,29,110,426,394,47,102,17,4,3,24,26,2,85,0,6,0,2,26,8,0.259,0.305,0.345,0.65,*84H/5967D
120,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
121,26,39,83,74,10,21,3,0,1,11,9,1,19,0,0,0,0,0,0,0.284,0.361,0.365,0.726,*H3/D
122,32,18,34,33,5,8,0,1,0,1,1,0,6,0,0,0,1,0,0,0.242,0.265,0.303,0.568,*H/789
123,27,119,294,264,32,61,9,5,4,24,20,1,78,4,5,1,5,9,3,0.231,0.294,0.348,0.643,*8H
124,31,106,487,444,57,114,17,10,3,28,35,1,114,3,3,2,5,10,6,0.257,0.314,0.36,0.674,*8/H
125,26,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
126,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
127,28,46,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,*1
128,24,127,423,384,45,76,19,2,1,30,31,1,121,5,1,2,10,8,0,0.198,0.265,0.266,0.531,*89/H7D
129,27,156,676,611,94,200,45,2,20,97,52,4,56,8,0,5,16,23,1,0.327,0.385,0.506,0.89,*78/DH
130,30,135,580,530,68,141,30,6,19,81,41,3,113,6,0,3,17,11,5,0.266,0.324,0.453,0.777,*9/H8D
131,25,9,26,26,5,8,2,0,0,2,0,0,9,0,0,0,0,0,0,0.308,0.308,0.385,0.692,/*79H
132,33,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
133,28,37,91,81,4,18,5,1,1,10,9,1,33,0,1,0,2,1,1,0.222,0.3,0.346,0.646,*5H/64
134,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
135,26,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
136,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
137,26,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
138,29,19,49,44,6,8,1,0,2,7,3,0,15,1,0,1,2,0,0,0.182,0.245,0.341,0.586,/7H9D
139,29,28,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
140,28,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/*H9D
141,26,144,512,473,47,111,22,1,10,63,34,4,91,1,0,4,9,7,1,0.235,0.285,0.349,0.634,*7H/D
142,25,7,7,7,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0.429,0.429,0.429,0.857,/*8H
143,30,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
144,27,137,545,493,71,107,21,1,18,66,44,5,149,2,1,5,8,12,3,0.217,0.281,0.373,0.654,*9/H3
145,25,20,39,30,2,3,1,0,0,2,4,0,10,0,5,0,0,0,0,0.1,0.206,0.133,0.339,*1
146,24,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
147,29,28,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
148,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
149,33,32,97,89,9,20,2,0,1,6,8,0,26,0,0,0,1,0,0,0.225,0.289,0.281,0.57,*2/DH3
150,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/*1
151,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
152,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
153,24,34,78,66,10,17,2,0,4,15,2,0,29,1,8,1,0,0,0,0.258,0.286,0.47,0.755,*1/H
154,37,34,65,60,5,8,2,0,0,1,3,0,23,0,2,0,2,0,0,0.133,0.175,0.167,0.341,*1
155,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
156,24,13,6,6,4,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0.167,0.167,0.167,0.333,*H/D8
157,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
158,30,61,192,170,16,32,6,1,3,14,17,1,41,2,1,2,1,0,0,0.188,0.267,0.288,0.555,*2/H13
159,28,151,603,549,57,149,32,0,9,66,41,3,96,5,0,8,21,0,0,0.271,0.323,0.379,0.702,*D3/H
160,27,7,20,19,1,4,3,0,0,2,1,0,5,0,0,0,1,0,0,0.211,0.25,0.368,0.618,/*2
161,23,3,6,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,/*1
162,28,6,6,5,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0.167,0,0.167,/*H9
163,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
164,36,154,637,591,71,156,28,2,25,85,35,7,185,8,0,3,6,3,2,0.264,0.312,0.445,0.757,*9/HD
165,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
166,28,146,616,553,74,133,31,4,14,61,49,2,108,7,1,6,15,10,2,0.241,0.307,0.387,0.694,*64/HD
167,27,90,391,357,36,83,13,1,3,20,20,0,86,1,9,4,5,18,8,0.232,0.272,0.3,0.572,*6
168,29,139,621,568,81,171,35,3,16,73,43,3,67,3,2,5,19,6,2,0.301,0.351,0.458,0.808,*7/9DH8
169,31,159,685,611,101,191,52,1,25,109,60,10,117,3,0,11,21,1,1,0.313,0.371,0.524,0.895,*3D5/H
170,26,32,29,24,0,2,1,0,0,0,1,0,5,0,4,0,0,0,0,0.083,0.12,0.125,0.245,*1
171,28,133,502,471,55,142,29,4,5,53,24,2,108,4,0,3,9,28,5,0.301,0.339,0.412,0.751,*8*9/HD
172,29,15,30,27,1,4,0,0,0,0,2,0,13,1,0,0,0,0,0,0.148,0.233,0.148,0.381,*1
173,26,127,537,493,90,134,31,3,17,58,38,0,104,2,2,2,5,5,3,0.272,0.325,0.45,0.776,*9H/3
174,31,127,451,404,37,90,15,0,4,39,40,1,50,1,0,6,18,0,1,0.223,0.29,0.29,0.58,4D35H
175,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
176,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
177,28,44,76,75,10,14,1,1,0,5,0,0,16,1,0,0,0,4,2,0.187,0.197,0.227,0.424,*8H/7D
178,27,85,211,190,16,50,9,0,3,16,17,0,55,1,0,3,5,3,0,0.263,0.322,0.358,0.68,H753/96D4
179,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
180,31,157,665,595,77,187,37,2,14,82,61,20,68,6,0,3,19,10,3,0.314,0.382,0.454,0.836,*4/D
181,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
182,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
183,36,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
184,28,59,149,126,11,22,5,1,0,13,16,0,31,5,0,2,6,0,1,0.175,0.289,0.23,0.519,*3H7/91D5
185,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
186,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
187,28,158,709,595,99,162,33,2,8,59,95,2,111,8,2,9,3,5,3,0.272,0.375,0.375,0.75,*5/9HD
188,27,40,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
189,27,45,73,69,12,18,4,1,0,2,3,1,14,1,0,0,2,7,1,0.261,0.301,0.348,0.649,*8H/7D
190,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
191,27,145,572,507,68,115,21,1,37,88,56,6,182,5,0,4,12,5,2,0.227,0.308,0.491,0.799,*D3/H7
192,25,30,84,72,10,12,3,0,0,3,8,0,23,2,2,0,2,0,0,0.167,0.268,0.208,0.477,*2/HD
193,27,23,42,35,3,6,1,1,0,2,1,0,14,0,6,0,0,0,0,0.171,0.194,0.257,0.452,*1/H7
194,29,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/*4*5
195,33,54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
196,22,148,579,533,50,138,31,4,11,66,36,3,140,3,0,7,7,2,2,0.259,0.306,0.394,0.7,*5/H
197,26,10,40,36,6,12,1,0,2,6,3,0,6,1,0,0,0,3,0,0.333,0.4,0.528,0.928,*8
198,27,110,417,380,28,90,19,0,13,46,26,0,102,7,2,2,7,0,0,0.237,0.296,0.389,0.686,*2/H
199,27,126,512,465,43,103,21,2,14,56,34,1,151,9,1,3,11,1,0,0.222,0.286,0.366,0.651,*2D/H
200,24,134,569,528,58,154,33,1,14,65,35,4,100,4,0,2,18,4,4,0.292,0.339,0.438,0.777,*6/H
201,23,11,36,31,6,8,3,0,1,4,3,0,11,2,0,0,0,0,0,0.258,0.361,0.452,0.813,/*5HD
202,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
203,31,7,9,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,/*H65
204,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
205,24,10,33,30,1,6,0,0,0,2,3,0,5,0,0,0,2,0,0,0.2,0.273,0.2,0.473,/*2H
206,28,49,162,146,18,44,11,1,2,13,11,0,41,5,0,0,5,1,0,0.301,0.37,0.432,0.802,*2/3HD
207,28,152,645,600,89,156,36,6,22,100,35,3,128,3,0,7,13,7,2,0.26,0.301,0.45,0.751,*7D/8H
208,26,12,17,15,2,5,1,0,0,0,1,0,4,0,1,0,0,0,0,0.333,0.375,0.4,0.775,*1/H
209,24,3,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,/*1
210,28,69,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
211,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
212,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
213,24,4,10,10,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.1,0.2,/*1
214,36,80,258,232,22,64,12,2,2,23,15,0,30,0,9,2,2,5,2,0.276,0.317,0.371,0.688,*9HD7/8
215,36,44,81,69,6,17,3,1,3,8,11,0,19,0,0,1,2,2,0,0.246,0.346,0.449,0.795,*H5/D
216,30,32,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,*1
217,37,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
218,28,31,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
219,30,93,338,306,36,73,15,0,13,40,17,1,71,7,4,4,4,0,1,0.239,0.29,0.415,0.705,*2/H
220,25,142,533,478,62,134,29,1,13,59,39,3,99,8,4,3,8,3,1,0.28,0.343,0.427,0.77,*5DH3
221,38,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
222,24,86,280,253,20,46,6,1,9,36,21,0,69,3,0,3,11,1,0,0.182,0.25,0.32,0.57,79DH/8
223,31,123,529,455,58,110,19,1,13,40,58,3,131,12,0,4,9,3,4,0.242,0.34,0.374,0.714,*7D9/H
224,26,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
225,24,13,22,21,0,3,0,0,0,0,0,0,5,0,1,0,0,0,0,0.143,0.143,0.143,0.286,*1
226,28,25,49,47,7,10,2,0,0,2,0,0,9,1,1,0,2,4,0,0.213,0.229,0.255,0.484,*4H/D56
227,28,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
228,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
229,26,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,*1
230,27,16,31,27,4,5,0,0,3,7,2,2,8,0,0,2,1,0,0,0.185,0.226,0.519,0.744,/*3H
231,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
232,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
233,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
234,28,35,97,89,8,20,8,1,0,8,8,1,19,0,0,0,5,0,0,0.225,0.289,0.337,0.626,*2H/3D
235,29,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
236,26,27,9,8,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0.125,0.222,0.25,0.472,*1
237,29,125,432,385,50,109,28,5,9,41,39,2,81,3,3,2,5,7,4,0.283,0.352,0.452,0.804,*7H/9D
238,31,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
239,30,59,220,205,17,47,13,0,6,39,14,1,66,1,0,0,2,0,2,0.229,0.282,0.38,0.662,39D/H
240,23,23,52,46,3,8,0,0,1,2,2,0,17,0,4,0,2,0,0,0.174,0.208,0.239,0.447,*1/H
241,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
242,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
243,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
244,24,18,25,24,3,6,0,0,1,4,1,0,4,0,0,0,1,0,0,0.25,0.28,0.375,0.655,/*H798D
245,28,33,58,54,2,6,2,0,0,2,3,0,15,0,1,0,1,0,0,0.111,0.158,0.148,0.306,*1
246,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
247,41,31,69,62,3,2,1,0,0,0,0,0,33,0,7,0,0,0,0,0.032,0.032,0.048,0.081,*1
248,25,21,49,45,8,15,5,1,0,6,3,0,4,0,1,0,1,2,0,0.333,0.375,0.489,0.864,*4/H56D
249,28,57,149,139,16,31,10,3,2,18,8,0,45,1,0,1,3,1,0,0.223,0.268,0.381,0.65,*7H/8
250,26,80,260,231,24,51,12,0,4,25,22,0,57,2,4,1,6,0,2,0.221,0.293,0.325,0.618,*2/H
251,34,13,34,30,2,3,1,0,1,2,3,0,14,0,0,1,0,0,0,0.1,0.176,0.233,0.41,*4/H
252,30,12,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/*H79
253,23,17,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
254,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
255,23,5,5,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.333,0.333,0.333,0.667,/*1
256,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
257,30,55,190,170,22,40,6,0,6,19,14,0,37,3,1,2,3,0,0,0.235,0.302,0.376,0.678,*2/HD
258,33,32,11,11,1,3,1,0,0,1,0,0,3,0,0,0,0,0,0,0.273,0.273,0.364,0.636,*1
259,24,30,24,21,1,4,0,0,0,0,0,0,7,0,3,0,1,0,0,0.19,0.19,0.19,0.381,*1
260,34,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
261,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
262,28,106,293,260,37,65,10,1,5,21,26,0,74,5,2,0,4,4,0,0.25,0.33,0.354,0.684,97H8/D
263,28,147,543,506,48,112,18,5,4,38,25,3,79,7,5,0,13,7,0,0.221,0.268,0.3,0.568,*6/H
264,29,126,505,461,41,99,20,1,8,46,35,0,113,7,0,2,14,2,1,0.215,0.279,0.315,0.594,*937/HD
265,27,153,564,491,54,121,20,10,10,69,59,10,129,2,2,10,4,5,3,0.246,0.324,0.389,0.713,*6/H
266,32,105,370,343,56,103,14,3,8,46,16,0,55,6,0,4,5,23,6,0.3,0.339,0.429,0.767,*7H
267,34,126,536,463,68,114,21,3,9,47,66,2,66,0,1,6,3,19,5,0.246,0.336,0.363,0.699,*8DH
268,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
269,24,79,253,242,28,62,12,1,11,37,10,0,61,1,0,0,10,0,0,0.256,0.289,0.45,0.739,D3H
270,27,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
271,33,159,678,613,87,166,32,2,40,108,55,8,140,5,0,5,17,4,5,0.271,0.333,0.525,0.859,*D79
272,27,50,150,135,11,27,5,0,1,17,13,1,28,0,2,0,6,0,3,0.2,0.27,0.259,0.53,*2/H35
273,35,49,205,190,32,63,15,1,10,31,14,0,30,0,0,1,5,3,0,0.332,0.376,0.579,0.955,*93/5H
